PID,Gene,Code,COG,Product,Length,Synonym,IsORF,ATG,TGA,IsBlankSegment
NP_416920.1,cysP,,,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,1017,b2425,True,2098125,2099141,False
NP_416921.4,ucpA,,,oxidoreductase UcpA,792,b2426,True,2097030,2097821,False
NP_416922.1,murR,,,DNA-binding transcriptional dual regulator MurR,858,b2427,True,2096044,2096901,False
NP_416923.1,murQ,,,N-acetylmuramic acid 6-phosphate etherase,897,b2428,True,2095880,2094984,False
NP_416924.1,murP,,,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,1425,b2429,True,2094980,2093556,False
NP_416925.2,yfeW,,,penicillin binding protein 4B,1305,b2430,True,2093551,2092247,False
NP_416926.4,yfeX,,,porphyrinogen peroxidase,900,b2431,True,2091108,2092007,False
NP_416927.1,yfeY,,,DUF1131 domain-containing lipoprotein YfeY,576,b2432,True,2090437,2091012,False
NP_416928.4,yfeZ,,,putative inner membrane protein,450,b2433,True,2089927,2090376,False
NP_416929.4,ypeA,,,putative acetyltransferase YpeA,426,b2434,True,2089515,2089940,False
NP_416930.1,amiA,,,N-acetylmuramoyl-L-alanine amidase A,870,b2435,True,2089301,2088432,False
NP_416931.1,hemF,,,coproporphyrinogen III oxidase,900,b2436,True,2088428,2087529,False
NP_416932.1,eutR,,,putative DNA-binding transcriptional regulator EutR,1053,b2437,True,2086471,2087523,False
NP_416933.4,eutK,,,"putative structural protein, ethanolamine utilization microcompartment",501,b2438,True,2085925,2086425,False
NP_416934.1,eutL,,,"putative structural protein, ethanolamine utilization microcompartment",660,b2439,True,2085253,2085912,False
NP_416935.1,eutC,,,ethanolamine ammonia-lyase subunit beta,888,b2440,True,2084356,2085243,False
NP_416936.4,eutB,,,ethanolamine ammonia-lyase subunit alpha,1362,b2441,True,2082974,2084335,False
NP_416937.2,intZ,,,putative phage integrase IntZ,1209,b2442,True,2082795,2081587,False
NP_416938.1,yffL,,,uncharacterized protein YffL,642,b2443,True,2081396,2080755,False
NP_416939.1,yffM,,,uncharacterized protein YffM,246,b2444,True,2080285,2080040,False
NP_416940.2,yffN,,,uncharacterized protein YffN,369,b2445,True,2080028,2079660,False
NP_416941.1,yffO,,,uncharacterized protein YffO,417,b2446,True,2079542,2079126,False
NP_416942.1,yffP,,,uncharacterized protein YffP,594,b2447,True,2079129,2078536,False
NP_416943.2,yffQ,,,uncharacterized protein YffQ,378,b2448,True,2078061,2077684,False
NP_416944.1,yffR,,,uncharacterized protein YffR,393,b2449,True,2077673,2077281,False
NP_416945.2,yffS,,,uncharacterized protein YffS,810,b2450,True,2077130,2076321,False
NP_416946.1,eutA,,,ethanolamine ammonia-lyase reactivase EutA,1404,b2451,True,2074769,2076172,False
NP_416947.1,eutH,,,putative ethanolamine permease EutH,1227,b2452,True,2073546,2074772,False
NP_416948.4,eutG,,,putative alcohol dehydrogenase EutG,1188,b2453,True,2072142,2073329,False
NP_416949.1,eutJ,,,putative ethanolamine utilization chaperonin EutJ,837,b2454,True,2071316,2072152,False
NP_416950.1,eutE,,,acetaldehyde dehydrogenase (acetylating) EutE,1404,b2455,True,2069902,2071305,False
NP_416951.1,eutN,,,putative ethanolamine catabolic microcompartment shell protein EutN,288,b2456,True,2069603,2069890,False
NP_416952.2,eutM,,,putative ethanolamine catabolic microcompartment shell protein EutM,294,b2457,True,2069203,2069496,False
NP_416953.1,eutD,,,phosphate acetyltransferase EutD,1017,b2458,True,2068148,2069164,False
NP_416954.1,eutT,,,putative ethanolamine utilization cobalamin adenosyltransferase,804,b2459,True,2067348,2068151,False
NP_416955.1,eutQ,,,putative ethanolamine utilization acetate kinase EutQ,702,b2460,True,2066650,2067351,False
NP_416956.1,eutP,,,putative ethanolamine utilization acetate kinase EutP,480,b2461,True,2066196,2066675,False
NP_416957.4,eutS,,,putative ethanolamine catabolic microcompartment shell protein EutS,336,b2462,True,2065848,2066183,False
NP_416958.1,maeB,,,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)),2280,b2463,True,2063276,2065555,False
NP_416959.1,talA,,,transaldolase A,951,b2464,True,2062987,2062037,False
NP_416960.1,tktB,,,transketolase 2,2004,b2465,True,2062017,2060014,False
NP_416961.1,ypfG,,,DUF1176 domain-containing protein YpfG,1044,b2466,True,2058876,2059919,False
NP_416962.1,nudK,,,GDP-mannose hydrolase,576,b2467,True,2058175,2058750,False
NP_416963.1,aegA,,,putative oxidoreductase AegA,1980,b2468,True,2056128,2058107,False
NP_416964.1,narQ,,,sensor histidine kinase NarQ,1701,b2469,True,2055922,2054222,False
NP_416965.1,acrD,,,multidrug efflux pump RND permease AcrD,3114,b2470,True,2054058,2050945,False
YP_001165325.1,ypfM,,,uncharacterized protein YpfM,60,b4606,True,2050787,2050846,False
NP_416966.1,yffB,,,putative reductase YffB,357,b2471,True,2050406,2050050,False
NP_416967.1,dapE,,,succinyl-diaminopimelate desuccinylase,1128,b2472,True,2050046,2048919,False
YP_588465.1,ypfN,,,PF13980 family protein YpfN,201,b4547,True,2048891,2048691,False
NP_416968.2,ypfH,,,esterase YpfH,699,b2473,True,2047883,2048581,False
NP_416969.1,tmcA,,,tRNA(Met) cytidine acetyltransferase,2016,b2474,True,2045794,2047809,False
NP_416970.1,ypfJ,,,uncharacterized protein YpfJ,864,b2475,True,2044916,2045779,False
NP_416971.1,purC,,,phosphoribosylaminoimidazole-succinocarboxamide synthase,714,b2476,True,2044035,2044748,False
NP_416972.4,bamC,,,outer membrane protein assembly factor BamC,1035,b2477,True,2042788,2043822,False
NP_416973.1,dapA,,,4-hydroxy-tetrahydrodipicolinate synthase,879,b2478,True,2041893,2042771,False
NP_416974.4,gcvR,,,putative transcriptional regulator GcvR,573,b2479,True,2041747,2041175,False
NP_416975.1,bcp,,,thiol peroxidase,471,b2480,True,2041175,2040705,False
NP_416976.4,hyfA,,,hydrogenase 4 component A,618,b2481,True,2040452,2039835,False
NP_416977.1,hyfB,,,hydrogenase 4 component B,2019,b2482,True,2039835,2037817,False
NP_416978.4,hyfC,,,hydrogenase 4 component C,948,b2483,True,2037806,2036859,False
NP_416979.1,hyfD,,,hydrogenase 4 component D,1440,b2484,True,2036842,2035403,False
NP_416980.1,hyfE,,,hydrogenase 4 component E,651,b2485,True,2035391,2034741,False
NP_416981.1,hyfF,,,hydrogenase 4 component F,1581,b2486,True,2034736,2033156,False
NP_416982.1,hyfG,,,hydrogenase 4 catalytic subunit HyfG,1668,b2487,True,2033166,2031499,False
NP_416983.1,hyfH,,,hydrogenase 4 component H,546,b2488,True,2031489,2030944,False
NP_416984.1,hyfI,,,hydrogenase 4 catalytic subunit HyfI,759,b2489,True,2030947,2030189,False
NP_416985.4,hyfJ,,,putative hydrogenase 4 assembly protein,414,b2490,True,2030196,2029783,False
NP_416986.4,hyfR,,,DNA-binding transcriptional activator HyfR,2013,b2491,True,2029753,2027741,False
NP_416987.1,focB,,,formate channel FocB,849,b2492,True,2027719,2026871,False
NP_416988.1,yfgO,,,putative transporter YfgO,1062,b2493,True,2025772,2026833,False
NP_416989.1,bepA,,,beta-barrel assembly-enhancing protease,1464,b2494,True,2025559,2024096,False
NP_416990.1,yfgD,,,putative oxidoreductase YfgD,360,b2495,True,2024075,2023716,False
NP_416991.2,hda,,,inibitor of reinitiation of DNA replication,702,b2496,True,2022877,2023578,False
NP_416992.1,uraA,,,uracil:H(+) symporter UraA,1290,b2497,True,2021493,2022782,False
NP_416993.2,upp,,,uracil phosphoribosyltransferase,627,b2498,True,2020781,2021407,False
NP_416994.1,purM,,,phosphoribosylformylglycinamide cyclo-ligase,1038,b2499,True,2020456,2019419,False
NP_416995.1,purN,,,phosphoribosylglycinamide formyltransferase 1,639,b2500,True,2019419,2018781,False
NP_416996.1,ppk,,,polyphosphate kinase,2067,b2501,True,2018609,2016543,False
NP_416997.1,ppx,,,exopolyphosphatase,1542,b2502,True,2016538,2014997,False
NP_416998.1,pdeF,,,cyclic di-GMP phosphodiesterase PdeF,2244,b2503,True,2012715,2014958,False
NP_416999.1,yfgG,,,nickel/cobalt stress response protein YfgG,192,b2504,True,2012363,2012172,False
NP_417000.1,yfgH,,,lipoprotein YfgH,519,b2505,True,2011861,2011343,False
NP_417001.1,yfgI,,,nalidixic acid resistance protein YfgI,540,b2506,True,2011327,2010788,False
NP_417002.1,guaA,,,GMP synthetase,1578,b2507,True,2009118,2010695,False
NP_417003.1,guaB,,,inosine 5'-monophosphate dehydrogenase,1467,b2508,True,2007583,2009049,False
NP_417004.1,xseA,,,exodeoxyribonuclease VII subunit XseA,1371,b2509,True,2007421,2006051,False
NP_417005.2,yfgJ,,,zinc ribbon domain-containing protein YfgJ,216,b2510,True,2005839,2006054,False
NP_417006.2,der,,,50S ribosomal subunit stability factor,1473,b2511,True,2004297,2005769,False
NP_417007.1,bamB,,,outer membrane protein assembly factor BamB,1179,b2512,True,2003001,2004179,False
NP_417008.1,yfgM,,,ancillary SecYEG translocon subunit,621,b2513,True,2002370,2002990,False
NP_417009.1,hisS,,,histidine--tRNA ligase,1275,b2514,True,2001078,2002352,False
,sroE,,,small RNA SroE,92,b4761,True,2000967,2001058,False
NP_417010.1,ispG,,,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),1119,b2515,True,1999849,2000967,False
NP_417011.1,rodZ,,,cytoskeleton protein RodZ,1014,b2516,True,1998809,1999822,False
NP_417012.1,rlmN,,,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,1155,b2517,True,1997370,1998524,False
NP_417013.1,ndk,,,nucleoside diphosphate kinase,432,b2518,True,1996789,1997220,False
NP_417014.1,pbpC,,,peptidoglycan glycosyltransferase PbpC,2313,b2519,True,1994328,1996640,False
NP_417015.1,yfhM,,,alpha2-macroglobulin,4962,b2520,True,1989366,1994327,False
NP_417016.4,sseA,,,3-mercaptopyruvate sulfurtransferase,846,b2521,True,1989159,1988314,False
,timR,,,putative small regulatory RNA TimR,100,b4811,True,1988198,1988297,False
,ryfA,,,small regulatory RNA RyfA,304,b4440,True,1987798,1987495,False
YP_010283914.1,timP,,,putative toxic protein TimP,126,b4812,True,1987652,1987527,False
NP_417017.4,sseB,,,protein SseB,777,b2522,True,1986720,1987496,False
NP_417018.4,pepB,,,aminopeptidase B,1284,b2523,True,1985295,1986578,False
NP_417019.1,iscX,,,accessory iron-sulfur cluster assembly protein IscX,201,b2524,True,1984917,1985117,False
NP_417020.1,fdx,,,reduced ferredoxin,336,b2525,True,1984570,1984905,False
NP_417021.1,hscA,,,iron-sulfur cluster biosynthesis chaperone HscA,1851,b2526,True,1982718,1984568,False
NP_417022.1,hscB,,,[Fe-S] cluster biosynthesis co-chaperone HscB,516,b2527,True,1982186,1982701,False
NP_417023.1,iscA,,,iron-sulfur cluster insertion protein IscA,324,b2528,True,1981767,1982090,False
NP_417024.1,iscU,,,scaffold protein for iron-sulfur cluster assembly,387,b2529,True,1981364,1981750,False
YP_026169.1,iscS,,,cysteine desulfurase IscS,1215,b2530,True,1980122,1981336,False
NP_417026.1,iscR,,,DNA-binding transcriptional dual regulator IscR,489,b2531,True,1979522,1980010,False
NP_417027.1,trmJ,,,tRNA Cm32/Um32 methyltransferase,741,b2532,True,1978330,1979070,False
NP_417028.1,suhB,,,Nus factor SuhB,804,b2533,True,1978211,1977408,False
NP_417029.4,yfhR,,,putative peptidase,855,b2534,True,1977263,1976409,False
NP_417030.2,csiE,,,stationary phase-inducible protein CsiE,1281,b2535,True,1976218,1974938,False
NP_417031.1,hcaT,,,putative 3-phenylpropionate transporter,1140,b2536,True,1973807,1974946,False
NP_417032.1,hcaR,,,DNA-binding transcriptional dual regulator HcaR,891,b2537,True,1972757,1973647,False
YP_008592385.1,iroK,,,protein IroK,66,b4706,True,1973582,1973647,False
NP_417033.1,hcaE,,,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,1362,b2538,True,1972621,1971260,False
NP_417034.1,hcaF,,,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,519,b2539,True,1971263,1970745,False
NP_417035.1,hcaC,,,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,321,b2540,True,1970745,1970425,False
NP_417036.1,hcaB,,,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase",813,b2541,True,1970428,1969616,False
NP_417037.1,hcaD,,,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,1203,b2542,True,1969606,1968404,False
NP_417038.4,yphA,,,putative inner membrane protein,423,b2543,True,1968307,1967885,False
NP_417039.1,yphB,,,putative aldose 1-epimerase YphB,873,b2544,True,1966965,1967837,False
NP_417040.2,yphC,,,putative zinc-binding dehydrogenase YphC,1062,b2545,True,1965892,1966953,False
NP_417041.1,yphD,,,putative ABC transporter membrane subunit YphD,999,b2546,True,1964828,1965826,False
NP_417042.1,yphE,,,putative ABC transporter ATP-binding protein YphE,1512,b2547,True,1963292,1964803,False
NP_417043.1,yphF,,,putative ABC transporter periplasmic binding protein YphF,984,b2548,True,1962286,1963269,False
NP_417044.4,yphG,,,DUF5107 domain-containing protein YphG,3282,b2549,True,1958908,1962189,False
NP_417045.4,yphH,,,"putative DNA-binding transcriptional regulator, NAGC-like",1194,b2550,True,1958790,1957597,False
NP_417046.1,glyA,,,serine hydroxymethyltransferase,1254,b2551,True,1956146,1957399,False
NP_417047.1,hmp,,,nitric oxide dioxygenase,1191,b2552,True,1955818,1954628,False
NP_417048.1,glnB,,,nitrogen regulatory protein PII-1,339,b2553,True,1954245,1954583,False
NP_417049.1,glrR,,,DNA-binding transcriptional activator GlrR,1335,b2554,True,1952850,1954184,False
NP_417050.1,qseG,,,outer membrane lipoprotein QseG,714,b2555,True,1952147,1952860,False
NP_417051.2,glrK,,,histidine kinase GlrK,1428,b2556,True,1950555,1951982,False
,glmY,,,small regulatory RNA GlmY,184,b4441,True,1950313,1950496,False
YP_026170.1,purL,,,phosphoribosylformylglycinamide synthetase,3888,b2557,True,1946110,1949997,False
NP_417053.2,mltF,,,membrane-bound lytic murein transglycosylase F,1557,b2558,True,1945852,1944296,False
NP_417054.2,tadA,,,tRNA adenosine(34) deaminase,504,b2559,True,1943796,1944299,False
NP_417055.4,pgpC,,,phosphatidylglycerophosphatase C,636,b2560,True,1943103,1943738,False
NP_417056.2,yfhH,,,putative DNA-binding transcriptional regulator YfhH,849,b2561,True,1942894,1942046,False
NP_417057.1,yfhL,,,putative 4Fe-4S cluster-containing protein YfhL,261,b2562,True,1941990,1941730,False
YP_002791251.1,shoB,,,toxic peptide ShoB,81,b4687,True,1941456,1941536,False
,ohsC,,,small regulatory RNA OhsC,79,b4608,True,1941133,1941055,False
NP_417058.1,acpS,,,holo-[acyl-carrier-protein] synthase,381,b2563,True,1940655,1941035,False
NP_417059.1,pdxJ,,,pyridoxine 5'-phosphate synthase,732,b2564,True,1939924,1940655,False
NP_417060.1,recO,,,recombination mediator protein RecO,729,b2565,True,1939184,1939912,False
NP_417061.1,era,,,30S ribosomal subunit maturation GTPase Era,906,b2566,True,1938267,1939172,False
NP_417062.1,rnc,,,RNase III,681,b2567,True,1937590,1938270,False
NP_417063.1,lepB,,,signal peptidase I,975,b2568,True,1936344,1937318,False
NP_417064.1,lepA,,,30S ribosomal subunit biogenesis factor LepA,1800,b2569,True,1934529,1936328,False
NP_417065.1,rseC,,,protein RseC,480,b2570,True,1933852,1934331,False
NP_417066.1,rseB,,,anti-sigma factor stabilizing protein RseB,957,b2571,True,1932899,1933855,False
NP_417067.1,rseA,,,anti-sigma-E factor RseA,651,b2572,True,1932249,1932899,False
NP_417068.1,rpoE,,,RNA polymerase sigma factor RpoE,576,b2573,True,1931641,1932216,False
YP_009518806.1,rseD,,,rpoE leader peptide,156,b4725,True,1931489,1931644,False
NP_417069.1,nadB,,,L-aspartate oxidase,1623,b2574,True,1931233,1929611,False
NP_417070.2,yfiC,,,tRNA m(6)A37 methyltransferase,738,b2575,True,1928889,1929626,False
NP_417071.1,srmB,,,ATP-dependent RNA helicase SrmB,1335,b2576,True,1928757,1927423,False
NP_417072.4,yfiE,,,putative LysR-type DNA-binding transcriptional regulator YfiE,882,b2577,True,1926333,1927214,False
NP_417073.1,eamB,,,cysteine/O-acetylserine exporter EamB,588,b2578,True,1926230,1925643,False
NP_417074.1,grcA,,,stress-induced alternate pyruvate formate-lyase subunit,384,b2579,True,1925204,1925587,False
NP_417075.1,ung,,,uracil-DNA glycosylase,690,b2580,True,1924899,1924210,False
NP_417076.1,yfiF,,,putative methyltransferase YfiF,1038,b2581,True,1923125,1924162,False
NP_417077.1,trxC,,,reduced thioredoxin 2,420,b2582,True,1922918,1922499,False
NP_417078.4,tapT,,,tRNA 3-amino-3-carboxypropyltransferase,699,b2583,True,1922430,1921732,False
NP_417079.1,patZ,,,peptidyl-lysine N-acetyltransferase,2661,b2584,True,1921700,1919040,False
YP_010051192.1,pssL,,,protein PssL,42,b4782,True,1918951,1918910,False
NP_417080.4,pssA,,,phosphatidylserine synthase,1356,b2585,True,1918926,1917571,False
NP_417081.2,yfiM,,,DUF2279 domain-containing protein YfiM,324,b2586,True,1917525,1917202,False
NP_417082.1,kgtP,,,alpha-ketoglutarate:H(+) symporter,1299,b2587,True,1915907,1917205,False
YP_010051193.1,yfiS,,,protein YfiS,63,b4783,True,1915728,1915666,False
,rrfG,,,5S ribosomal RNA,120,b2588,True,1915465,1915584,False
,rrlG,,,23S ribosomal RNA,2904,b2589,True,1912469,1915372,False
,gltW,,,tRNA-Glu,76,b2590,True,1912209,1912284,False
,rrsG,,,16S ribosomal RNA,1542,b2591,True,1910496,1912037,False
NP_417083.1,clpB,,,chaperone protein ClpB,2574,b2592,True,1907480,1910053,False
,ryfD,,,small regulatory RNA RyfD,143,b4609,True,1907358,1907500,False
NP_417084.1,yfiH,,,purine nucleoside phosphorylase YfiH,732,b2593,True,1906619,1907350,False
NP_417085.1,rluD,,,23S rRNA pseudouridine(1911/1915/1917) synthase,981,b2594,True,1905642,1906622,False
NP_417086.1,bamD,,,outer membrane protein assembly factor BamD,738,b2595,True,1905507,1904770,False
NP_417088.1,raiA,,,ribosome-associated inhibitor A,342,b2597,True,1904499,1904158,False
,raiZ,,,small RNA RaiZ,162,b4805,True,1904272,1904111,False
NP_417089.1,pheL,,,phe operon leader peptide,48,b2598,True,1904054,1904007,False
NP_417090.1,pheA,,,fused chorismate mutase/prephenate dehydratase,1161,b2599,True,1903908,1902748,False
NP_417091.1,tyrA,,,fused chorismate mutase/prephenate dehydrogenase,1122,b2600,True,1901584,1902705,False
NP_417092.1,aroF,,,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",1071,b2601,True,1900503,1901573,False
NP_417093.2,yfiL,,,DUF2799 domain-containing lipoprotein YfiL,366,b2602,True,1900293,1899928,False
NP_417094.1,yfiR,,,DUF4154 domain-containing protein YfiR,519,b2603,True,1899778,1899260,False
NP_417095.1,dgcN,,,diguanylate cyclase DgcN,1227,b2604,True,1899270,1898044,False
NP_417096.1,yfiB,,,lipoprotein YfiB,483,b2605,True,1898028,1897546,False
NP_417097.1,rplS,,,50S ribosomal subunit protein L19,348,b2606,True,1897123,1897470,False
NP_417098.1,trmD,,,tRNA m(1)G37 methyltransferase,768,b2607,True,1896314,1897081,False
NP_417099.4,rimM,,,ribosome maturation factor RimM,549,b2608,True,1895735,1896283,False
NP_417100.1,rpsP,,,30S ribosomal subunit protein S16,249,b2609,True,1895468,1895716,False
NP_417101.1,ffh,,,signal recognition particle protein component,1362,b2610,True,1893858,1895219,False
NP_417102.4,ypjD,,,cytochrome c assembly family protein,792,b2611,True,1893691,1892900,False
YP_026171.3,yfjD,,,UPF0053 family inner membrane protein YfjD,1287,b4461,True,1892879,1891593,False
NP_417104.1,grpE,,,nucleotide exchange factor GrpE,594,b2614,True,1890945,1891538,False
NP_417105.1,nadK,,,NAD kinase,879,b2615,True,1890822,1889944,False
YP_026172.1,recN,,,DNA repair protein RecN,1662,b2616,True,1889858,1888197,False
NP_417107.2,bamE,,,outer membrane protein assembly factor BamE,342,b2617,True,1888048,1887707,False
NP_417108.4,yfjF,,,putative component of the Rsx system,291,b2618,True,1887355,1887645,False
NP_417109.1,ratA,,,ribosome association toxin RatA,477,b2619,True,1886889,1887365,False
NP_417110.1,smpB,,,SsrA-binding protein,483,b2620,True,1886757,1886275,False
,ssrA,,,tmRNA,363,b2621,True,1886060,1885698,False
NP_417111.1,intA,,,integrase IntA,1242,b2622,True,1885494,1884253,False
NP_417112.1,yfjH,,,uncharacterized protein YfjH,957,b2623,True,1883053,1884009,False
NP_417113.1,alpA,,,DNA-binding transcriptional activator AlpA,213,b2624,True,1883009,1882797,False
NP_417114.1,yfjI,,,DUF3987 domain-containing protein YfjI,1410,b2625,True,1882668,1881259,False
NP_417115.1,yfjJ,,,protein YfjJ,627,b2626,True,1881106,1880480,False
NP_417116.1,abpB,,,putative helicase YfjK,2190,b2627,True,1878113,1880302,False
NP_417117.1,abpA,,,anti-bacteriophage protein,1617,b2628,True,1876500,1878116,False
NP_417118.1,yfjM,,,protein YfjM,264,b2629,True,1875877,1876140,False
NP_417119.1,rnlA,,,"RNase LS, toxin of the RnlAB toxin-antitoxin system",1074,b2630,True,1875735,1874662,False
NP_417120.2,rnlB,,,antitoxin RnlB,372,b2631,True,1874669,1874298,False
YP_026173.1,yfjP,,,putative GTP-binding protein YfjP,864,b2632,True,1873943,1873080,False
NP_417122.1,yfjQ,,,DUF932 domain-containing protein YfjQ,822,b2633,True,1872988,1872167,False
NP_417123.1,yfjR,,,putative DNA-binding transcriptional regulator YfjR,702,b2634,True,1871950,1871249,False
YP_026174.2,ypjK,,,uncharacterized protein YpjK,237,b2635,True,1871208,1870972,False
NP_417124.4,yfjS,,,inner membrane lipoprotein YfjS,444,b2636,True,1870972,1870529,False
NP_417125.1,yfjT,,,uncharacterized protein YfjT,468,b2637,True,1870505,1870038,False
YP_009518807.1,yfjU,,,putative arsenate reductase-like protein YfjU,315,b2638,True,1869499,1869813,False
NP_417129.1,yfjW,,,uncharacterized protein YfjW,1704,b2642,True,1868335,1866632,False
NP_417130.1,yfjX,,,putative antirestriction protein YfjX,459,b2643,True,1865734,1865276,False
NP_417131.1,yfjY,,,RadC-like JAB domain-containing protein YfjY,483,b2644,True,1865267,1864785,False
YP_588466.1,ypjJ,,,DUF987 domain-containing protein YpjJ,201,b4548,True,1864776,1864576,False
NP_417132.1,yfjZ,,,putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,318,b2645,True,1864538,1864221,False
NP_417133.1,ypjF,,,toxin of the YpjF-YfjZ toxin-antitoxin system,330,b2646,True,1864200,1863871,False
NP_417134.2,ypjA,,,adhesin-like autotransporter YpjA,4581,b2647,True,1858927,1863507,False
YP_009518808.1,ypjB,,,DUF5508 domain-containing protein YpjB,792,b2649,True,1857224,1858015,False
YP_009518809.1,ypjC,,,DUF5507 domain-containing protein YpjC,483,b2650,True,1856642,1857124,False
,ileY,,,tRNA-Ile,76,b2652,True,1855816,1855891,False
NP_417145.4,glaH,,,glutarate dioxygenase GlaH,978,b2659,True,1852668,1851691,False
NP_417146.2,lhgD,,,L-2-hydroxyglutarate dehydrogenase,1269,b2660,True,1851671,1850403,False
NP_417147.1,gabD,,,succinate-semialdehyde dehydrogenase (NADP(+)) GabD,1449,b2661,True,1850380,1848932,False
NP_417148.1,gabT,,,4-aminobutyrate aminotransferase GabT,1281,b2662,True,1848918,1847638,False
NP_417149.1,gabP,,,4-aminobutanoate:H(+) symporter,1401,b2663,True,1847400,1846000,False
NP_417150.4,glaR,,,DNA-binding transcriptional repressor GlaR,663,b2664,True,1845979,1845317,False
NP_417151.1,kbp,,,K(+) binding protein,450,b2665,True,1844867,1845316,False
NP_417152.1,yqaE,,,Pmp3 family protein YqaE,159,b2666,True,1844625,1844783,False
NP_417153.1,ygaV,,,putative DNA-binding transcriptional regulator YgaV,300,b2667,True,1844442,1844143,False
NP_417154.1,ygaP,,,thiosulfate sulfurtransferase YgaP,525,b2668,True,1844133,1843609,False
NP_417155.1,stpA,,,DNA-binding transcriptional repressor StpA with RNA chaperone activity,405,b2669,True,1843158,1843562,False
NP_417156.1,alaE,,,L-alanine exporter,450,b2670,True,1842489,1842040,False
NP_417157.1,ygaC,,,DUF2002 domain-containing protein YgaC,345,b2671,True,1841659,1842003,False
NP_417158.4,ygaM,,,DUF883 domain-containing protein YgaM,330,b2672,True,1841507,1841178,False
NP_417159.1,nrdH,,,glutaredoxin-like protein NrdH,246,b2673,True,1840930,1840685,False
NP_417160.1,nrdI,,,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,411,b2674,True,1840688,1840278,False
NP_417161.1,nrdE,,,ribonucleoside-diphosphate reductase 2 subunit alpha,2145,b2675,True,1840305,1838161,False
NP_417162.1,nrdF,,,ribonucleoside-diphosphate reductase 2 subunit beta,960,b2676,True,1838151,1837192,False
NP_417163.1,proV,,,glycine betaine ABC transporter ATP binding subunit ProV,1203,b2677,True,1836838,1835636,False
NP_417164.1,proW,,,glycine betaine ABC transporter membrane subunit ProW,1065,b2678,True,1835643,1834579,False
NP_417165.1,proX,,,glycine betaine ABC transporter periplasmic binding protein ProX,993,b2679,True,1834521,1833529,False
NP_417167.1,ygaZ,,,"L-valine exporter, YgaZ component",738,b2682,True,1832036,1831299,False
NP_417168.1,ygaH,,,"L-valine exporter, YgaH component",336,b2683,True,1831309,1830974,False
NP_417169.1,mprA,,,DNA-binding transcriptional regulator MprA,531,b2684,True,1830883,1830353,False
NP_417170.1,emrA,,,multidrug efflux pump membrane fusion protein EmrA,1173,b2685,True,1830226,1829054,False
NP_417171.1,emrB,,,multidrug efflux pump membrane subunit EmrB,1539,b2686,True,1829037,1827499,False
NP_417172.1,luxS,,,S-ribosylhomocysteine lyase,516,b2687,True,1826920,1827435,False
,micA,,,small regulatory RNA MicA,73,b4442,True,1826851,1826779,False
NP_417173.1,gshA,,,glutamate--cysteine ligase,1557,b2688,True,1825214,1826770,False
NP_417174.1,yqaA,,,DedA family protein YqaA,429,b2689,True,1824713,1825141,False
NP_417175.1,yqaB,,,fructose-1-phosphate phosphatase YqaB,567,b2690,True,1824150,1824716,False
,argQ,,,tRNA-Arg,77,b2691,True,1823793,1823869,False
,argZ,,,tRNA-Arg,77,b2692,True,1823518,1823594,False
,argY,,,tRNA-Arg,77,b2693,True,1823379,1823455,False
,argV,,,tRNA-Arg,77,b2694,True,1823104,1823180,False
,serV,,,tRNA-Ser,93,b2695,True,1823008,1823100,False
NP_417176.1,csrA,,,carbon storage regulator,186,b2696,True,1822507,1822692,False
NP_417177.1,alaS,,,alanine--tRNA ligase/DNA-binding transcriptional repressor,2631,b2697,True,1819642,1822272,False
NP_417178.1,recX,,,RecA inhibitor RecX,501,b2698,True,1819014,1819514,False
NP_417179.1,recA,,,DNA recombination/repair protein RecA,1062,b2699,True,1817884,1818945,False
NP_417180.1,pncC,,,NMN aminohydrolase,498,b2700,True,1817307,1817804,False
NP_417181.1,mltB,,,membrane-bound lytic murein transglycosylase B,1086,b2701,True,1816077,1817162,False
YP_026180.1,srlA,,,sorbitol-specific PTS enzyme IIC2 component,564,b2702,True,1815821,1815258,False
YP_026181.1,srlE,,,sorbitol-specific PTS enzyme IIBC1 component,960,b2703,True,1815261,1814302,False
NP_417184.1,srlB,,,sorbitol-specific PTS enzyme IIA component,372,b2704,True,1814291,1813920,False
NP_417185.1,srlD,,,sorbitol-6-phosphate 2-dehydrogenase,780,b2705,True,1813916,1813137,False
NP_417186.1,gutM,,,DNA-binding transcriptional activator GutM,360,b2706,True,1813032,1812673,False
NP_417187.1,srlR,,,DNA-binding transcriptional repressor SrlR,774,b2707,True,1812606,1811833,False
